Timestamp;SPCapacityTotal;SPCapacityInUse;SPCapacityAvailable;SPCapacityInMaintenance;SPCheckSum;DPCapacityTotal;DPCapacityInUse;DPCapacityAvailable;DPCapacityInMaintenance;DPCheckSum
2018-05-10 07:30:02;64;17;34;8;5;48;10;18;6;14
2018-05-10 08:00:02;64;17;34;8;5;48;10;18;6;14
2018-05-10 08:30:01;64;17;34;8;5;48;11;17;6;14
2018-05-10 09:00:01;64;18;33;8;5;48;11;17;6;14
2018-05-10 09:30:01;64;18;33;8;5;48;10;18;6;14
2018-05-10 10:00:02;64;17;34;8;5;48;10;18;6;14
2018-05-10 10:30:01;64;16;35;8;5;48;11;17;6;14
2018-05-10 11:00:01;64;16;35;8;5;48;11;17;6;14
2018-05-10 11:30:01;64;18;33;8;5;48;11;17;6;14
2018-05-10 12:00:01;64;21;30;8;5;48;10;18;6;14
2018-05-10 12:30:02;64;21;30;8;5;48;9;19;6;14
2018-05-10 13:00:01;64;22;28;9;5;48;7;21;6;14
2018-05-10 13:30:01;64;23;28;9;4;48;8;20;6;14
2018-05-10 14:00:02;64;22;29;9;4;48;10;18;6;14
2018-05-10 14:30:02;64;22;29;9;4;48;12;16;6;14
2018-05-10 15:00:01;64;21;30;9;4;48;11;16;7;14
2018-05-10 15:30:01;64;23;28;9;4;48;11;16;7;14
2018-05-10 16:00:02;64;23;28;9;4;48;11;16;7;14
2018-05-10 16:30:02;64;24;27;9;4;48;11;16;7;14
2018-05-10 17:00:01;64;25;26;9;4;48;11;16;7;14
2018-05-10 17:30:01;64;25;26;9;4;48;10;17;7;14
2018-05-10 18:00:05;64;24;27;9;4;48;9;18;7;14
2018-05-10 18:30:02;64;26;24;10;4;48;8;19;7;14
2018-05-10 19:00:01;64;27;23;10;4;48;7;20;7;14
2018-05-10 19:30:01;64;32;18;10;4;48;8;19;7;14
2018-05-10 20:00:01;64;32;18;10;4;48;8;19;7;14
2018-05-10 20:30:01;64;30;18;10;6;48;8;19;7;14
2018-05-10 21:00:01;64;28;19;11;6;48;8;19;7;14
2018-05-10 21:30:02;64;28;19;11;6;48;9;18;7;14
2018-05-10 22:00:02;64;25;21;12;6;48;9;18;7;14
2018-05-10 22:30:02;64;25;21;12;6;48;9;18;7;14
2018-05-10 23:00:02;64;25;21;12;6;48;6;20;8;14
2018-05-10 23:30:02;64;25;21;12;6;48;5;21;8;14
2018-05-11 00:00:01;64;23;23;12;6;48;5;21;8;14
2018-05-11 00:30:01;64;22;24;12;6;48;5;21;8;14
2018-05-11 01:00:01;64;21;25;12;6;48;5;21;8;14
2018-05-11 01:30:01;64;21;25;12;6;48;5;21;8;14
2018-05-11 02:00:02;64;21;25;12;6;48;4;22;8;14
2018-05-11 02:30:01;64;21;25;12;6;48;4;22;8;14
2018-05-11 03:00:02;64;21;25;12;6;48;4;22;8;14
2018-05-11 03:30:02;64;21;25;12;6;48;4;22;8;14
2018-05-11 04:00:02;64;21;25;12;6;48;4;22;8;14
2018-05-11 04:30:01;64;21;25;12;6;48;4;22;8;14
2018-05-11 05:00:01;64;21;25;12;6;48;4;22;8;14
2018-05-11 05:30:01;64;21;25;12;6;48;4;22;8;14
2018-05-11 06:00:01;64;21;25;12;6;48;4;22;8;14
2018-05-11 06:30:02;64;21;25;12;6;48;4;22;8;14
2018-05-11 07:00:02;64;20;26;12;6;48;4;22;8;14
2018-05-11 07:30:02;64;20;26;12;6;48;4;22;8;14
2018-05-11 08:00:01;64;21;25;12;6;48;4;22;8;14
2018-05-11 08:30:01;64;22;24;12;6;48;4;22;8;14
2018-05-11 09:00:01;64;23;23;12;6;48;4;22;8;14
2018-05-11 09:30:02;64;21;25;12;6;48;5;21;8;14
2018-05-11 10:00:02;64;25;21;12;6;48;6;20;8;14
2018-05-11 10:30:01;64;24;21;13;6;48;6;20;8;14
2018-05-11 11:00:02;64;23;22;13;6;48;6;20;8;14
2018-05-11 11:30:01;64;25;20;13;6;48;6;20;8;14
2018-05-11 12:00:01;64;26;20;13;5;48;8;18;8;14
2018-05-11 12:30:02;64;27;18;13;6;48;10;16;8;14
2018-05-11 13:00:02;64;28;17;13;6;48;10;16;8;14
2018-05-11 13:30:01;64;30;15;13;6;48;13;15;8;12
2018-05-11 14:00:02;64;34;11;13;6;48;14;13;8;13
2018-05-11 14:30:01;64;35;10;13;6;48;14;13;8;13
2018-05-11 15:00:02;64;33;12;13;6;48;14;13;8;13
2018-05-11 15:30:01;64;32;13;13;6;48;15;12;8;13
2018-05-11 16:00:02;64;35;9;14;6;48;15;12;8;13
2018-05-11 16:30:01;64;34;9;15;6;48;15;12;8;13
2018-05-11 17:00:02;64;34;9;15;6;48;14;13;8;13
2018-05-11 17:30:01;64;31;12;15;6;48;14;13;8;13
2018-05-11 18:00:03;64;28;14;16;6;48;15;12;8;13
2018-05-11 18:30:01;64;25;17;16;6;48;15;13;8;12
2018-05-11 19:00:01;64;27;15;16;6;48;13;15;8;12
2018-05-11 19:30:02;64;30;12;16;6;48;13;15;8;12
2018-05-11 20:00:01;64;30;12;16;6;48;13;15;8;12
2018-05-11 20:30:02;64;32;10;16;6;48;13;15;8;12
2018-05-11 21:00:02;64;32;9;17;6;48;12;16;8;12
2018-05-11 21:30:02;64;31;9;17;7;48;12;17;8;11
2018-05-11 22:00:02;64;31;9;17;7;48;12;17;8;11
2018-05-11 22:30:01;64;31;9;17;7;48;12;17;8;11
2018-05-11 23:00:01;64;27;13;17;7;48;12;17;8;11
2018-05-11 23:30:01;64;27;13;17;7;48;11;18;8;11
2018-05-12 00:00:02;64;26;14;17;7;48;11;18;8;11
2018-05-12 00:30:01;64;26;14;17;7;48;11;18;8;11
2018-05-12 01:00:01;64;26;14;17;7;48;11;18;8;11
2018-05-12 01:30:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 02:00:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 02:30:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 03:00:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 03:30:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 04:00:02;64;26;14;17;7;48;9;20;8;11
2018-05-12 04:30:02;64;26;14;17;7;48;9;20;8;11
2018-05-12 05:00:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 05:30:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 06:00:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 06:30:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 07:00:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 07:30:01;64;26;14;17;7;48;9;20;8;11
2018-05-12 08:00:02;64;26;14;17;7;48;9;20;8;11
2018-05-12 08:30:02;64;26;14;17;7;48;10;19;8;11
2018-05-12 09:00:01;64;27;13;17;7;48;11;18;8;11
2018-05-12 09:30:01;64;26;14;17;7;48;11;18;8;11
2018-05-12 10:00:01;64;27;13;17;7;48;10;19;8;11
2018-05-12 10:30:02;64;26;14;17;7;48;11;18;8;11
2018-05-12 11:00:01;64;25;15;17;7;48;11;18;8;11
2018-05-12 11:30:01;64;27;13;17;7;48;11;18;8;11
2018-05-12 12:00:02;64;27;13;17;7;48;11;18;8;11
2018-05-12 12:30:01;64;28;12;17;7;48;11;18;8;11
2018-05-12 13:00:01;64;29;11;17;7;48;11;18;8;11
2018-05-12 13:30:02;64;29;11;17;7;48;11;18;8;11
2018-05-12 14:00:02;64;29;11;17;7;48;11;18;8;11
2018-05-12 14:30:02;64;27;13;17;7;48;11;18;8;11
2018-05-12 15:00:02;64;28;11;18;7;48;11;18;8;11
2018-05-12 15:30:01;64;26;13;18;7;48;11;18;8;11
2018-05-12 16:00:01;64;27;12;18;7;48;13;16;8;11
2018-05-12 16:30:02;64;28;11;18;7;48;14;15;8;11
2018-05-12 17:00:01;64;29;10;18;7;48;14;15;8;11
2018-05-12 17:30:01;64;25;14;18;7;48;13;16;8;11
2018-05-12 18:00:03;64;25;14;18;7;48;13;16;8;11
2018-05-12 18:30:01;64;23;16;18;7;48;13;16;8;11
2018-05-12 19:00:01;64;21;18;18;7;48;13;16;8;11
2018-05-12 19:30:01;64;23;16;18;7;48;14;15;8;11
2018-05-12 20:00:01;64;21;18;18;7;48;14;15;8;11
2018-05-12 20:30:02;64;21;18;18;7;48;15;14;8;11
2018-05-12 21:00:01;64;21;18;18;7;48;14;15;8;11
2018-05-12 21:30:01;64;21;18;18;7;48;14;15;8;11
2018-05-12 22:00:02;64;22;17;18;7;48;14;15;8;11
2018-05-12 22:30:01;64;22;17;18;7;48;14;15;8;11
2018-05-12 23:00:02;64;22;17;18;7;48;14;14;8;12
2018-05-12 23:30:01;64;21;18;18;7;48;13;15;8;12
2018-05-13 00:00:01;64;20;19;18;7;48;13;15;8;12
2018-05-13 00:30:02;64;20;19;18;7;48;13;15;8;12
2018-05-13 01:00:02;64;21;18;18;7;48;13;15;8;12
2018-05-13 01:30:02;64;21;18;18;7;48;13;15;8;12
2018-05-13 02:00:01;64;21;18;18;7;48;12;16;8;12
2018-05-13 02:30:01;64;21;18;18;7;48;12;16;8;12
2018-05-13 03:00:02;64;21;18;18;7;48;12;16;8;12
2018-05-13 03:30:02;64;21;18;18;7;48;12;16;8;12
2018-05-13 04:00:01;64;21;18;18;7;48;12;16;8;12
2018-05-13 04:30:01;64;21;18;18;7;48;12;16;8;12
2018-05-13 05:00:02;64;21;18;18;7;48;12;16;8;12
2018-05-13 05:30:01;64;21;18;18;7;48;12;16;8;12
2018-05-13 06:00:02;64;21;18;18;7;48;12;16;8;12
2018-05-13 06:30:02;64;20;19;18;7;48;12;16;8;12
2018-05-13 07:00:01;64;20;19;18;7;48;12;16;8;12
2018-05-13 07:30:01;64;20;19;18;7;48;12;16;8;12
2018-05-13 08:00:01;64;21;18;18;7;48;12;16;8;12
2018-05-13 08:30:02;64;21;18;18;7;48;12;16;8;12
2018-05-13 09:00:01;64;21;18;18;7;48;12;16;8;12
2018-05-13 09:30:02;64;20;19;18;7;48;12;16;8;12
2018-05-13 10:00:02;64;20;19;18;7;48;12;16;8;12
2018-05-13 10:30:02;64;19;20;18;7;48;12;16;8;12
2018-05-13 11:00:02;64;19;20;18;7;48;11;17;8;12
2018-05-13 11:30:01;64;17;22;18;7;48;11;17;8;12
2018-05-13 12:00:01;64;15;23;18;8;48;12;17;8;11
2018-05-13 12:30:01;64;15;23;18;8;48;11;18;8;11
2018-05-13 13:00:02;64;15;23;18;8;48;11;18;8;11
2018-05-13 13:30:01;64;14;24;18;8;48;12;17;8;11
2018-05-13 14:00:02;64;14;24;18;8;48;11;18;8;11
2018-05-13 14:30:01;64;15;23;18;8;48;12;17;8;11
2018-05-13 15:00:02;64;15;23;18;8;48;12;17;8;11
2018-05-13 15:30:01;64;16;22;18;8;48;12;17;8;11
2018-05-13 16:00:02;64;16;22;18;8;48;13;16;8;11
2018-05-13 16:30:01;64;16;22;18;8;48;14;15;8;11
2018-05-13 17:00:01;64;16;22;18;8;48;14;15;8;11
2018-05-13 17:30:01;64;17;21;18;8;48;14;15;8;11
2018-05-13 18:00:05;64;16;22;18;8;48;14;15;8;11
2018-05-13 18:30:02;64;14;24;18;8;48;14;15;8;11
2018-05-13 19:00:01;64;13;25;18;8;48;14;15;8;11
2018-05-13 19:30:01;64;16;22;18;8;48;13;16;8;11
2018-05-13 20:00:01;64;15;23;18;8;48;13;16;8;11
2018-05-13 20:30:01;64;14;24;18;8;48;12;17;8;11
2018-05-13 21:00:02;64;14;24;18;8;48;12;17;8;11
2018-05-13 21:30:02;64;14;24;18;8;48;9;20;8;11
2018-05-13 22:00:01;64;14;24;18;8;48;8;21;8;11
2018-05-13 22:30:01;64;14;24;18;8;48;8;21;8;11
2018-05-13 23:00:01;64;14;24;18;8;48;8;21;8;11
2018-05-13 23:30:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 00:00:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 00:30:02;64;12;26;18;8;48;8;21;8;11
2018-05-14 01:00:02;64;12;26;18;8;48;8;21;8;11
2018-05-14 01:30:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 02:00:02;64;12;26;18;8;48;8;21;8;11
2018-05-14 02:30:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 03:00:02;64;12;26;18;8;48;8;21;8;11
2018-05-14 03:30:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 04:00:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 04:30:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 05:00:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 05:30:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 06:00:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 06:30:01;64;12;26;18;8;48;8;21;8;11
2018-05-14 07:00:02;64;12;26;18;8;48;8;21;8;11
2018-05-14 07:30:02;64;12;26;18;8;48;8;21;8;11
2018-05-14 08:00:01;64;16;22;18;8;48;8;21;8;11
2018-05-14 08:30:02;64;27;11;18;8;48;9;20;8;11
2018-05-14 09:00:01;64;37;1;18;8;48;11;18;8;11
2018-05-14 09:30:02;64;38;0;18;8;48;11;18;8;11
2018-05-14 10:00:01;64;39;1;16;8;48;12;17;8;11
2018-05-14 10:30:01;64;39;1;16;8;48;14;15;8;11
2018-05-14 11:00:01;64;39;0;17;8;48;15;14;8;11
2018-05-14 11:30:01;64;39;0;13;12;48;15;14;8;11
2018-05-14 12:00:02;64;38;1;13;12;48;14;15;8;11
2018-05-14 12:30:01;64;36;2;14;12;48;15;13;8;12
2018-05-14 13:00:02;64;37;1;14;12;48;16;12;8;12
2018-05-14 13:30:02;64;39;1;12;12;48;17;11;8;12
2018-05-14 14:00:02;64;41;0;10;13;48;16;12;8;12
2018-05-14 14:30:01;64;41;1;10;12;48;15;13;8;12
2018-05-14 15:00:01;64;40;3;8;13;48;12;16;8;12
2018-05-14 15:30:01;64;42;1;8;13;48;14;14;8;12
2018-05-14 16:00:01;64;40;2;8;14;48;13;15;8;12
2018-05-14 16:30:01;64;37;5;8;14;48;11;17;8;12
2018-05-14 17:00:01;64;30;12;8;14;48;8;20;8;12
2018-05-14 17:30:02;64;25;17;8;14;48;7;21;8;12
2018-05-14 18:00:04;64;26;17;8;13;48;6;21;8;13
2018-05-14 18:30:01;64;22;21;8;13;48;5;22;8;13
2018-05-14 19:00:01;64;19;24;8;13;48;6;21;8;13
2018-05-14 19:30:01;64;19;24;8;13;48;7;20;8;13
2018-05-14 20:00:02;64;18;25;8;13;48;6;21;8;13
2018-05-14 20:30:01;64;18;25;8;13;48;6;21;8;13
2018-05-14 21:00:01;64;18;25;8;13;48;6;21;8;13
2018-05-14 21:30:01;64;16;27;8;13;48;6;21;8;13
2018-05-14 22:00:02;64;15;28;8;13;48;4;23;8;13
2018-05-14 22:30:02;64;15;28;8;13;48;4;23;8;13
2018-05-14 23:00:01;64;15;28;8;13;48;4;23;8;13
2018-05-15 21:05:51;64;29;23;1;11;48;12;13;10;13
2018-05-15 21:30:01;64;25;27;1;11;48;13;12;10;13
2018-05-15 22:00:03;64;25;27;1;11;48;13;12;10;13
2018-05-15 22:30:02;64;25;27;1;11;48;10;15;10;13
2018-05-15 23:00:02;64;25;27;1;11;48;10;15;10;13
2018-05-15 23:30:02;64;25;27;1;11;48;10;15;10;13
2018-05-16 00:00:01;64;24;28;1;11;48;10;15;10;13
2018-05-16 00:30:02;64;24;28;1;11;48;10;15;10;13
2018-05-16 01:00:01;64;24;28;1;11;48;10;15;10;13
2018-05-16 01:30:02;64;24;28;1;11;48;10;15;10;13
2018-05-16 02:00:04;64;24;28;1;11;48;10;15;10;13
2018-05-16 02:30:01;64;24;28;1;11;48;10;15;10;13
2018-05-16 03:00:02;64;24;28;1;11;48;10;15;10;13
2018-05-16 03:30:02;64;24;28;1;11;48;10;15;10;13
2018-05-16 04:00:02;64;24;28;1;11;48;10;15;10;13
2018-05-16 04:30:02;64;24;28;1;11;48;10;15;10;13
2018-05-16 05:00:01;64;24;28;1;11;48;10;15;10;13
2018-05-16 05:30:02;64;24;28;1;11;48;10;15;10;13
2018-05-16 06:00:01;64;24;28;1;11;48;10;15;10;13
2018-05-16 06:30:02;64;23;29;1;11;48;11;14;10;13
2018-05-16 07:00:02;64;23;29;1;11;48;11;14;10;13
2018-05-16 07:30:01;64;26;26;1;11;48;12;13;1;22
2018-05-16 08:00:01;64;30;22;1;11;48;12;13;1;22
2018-05-16 08:30:01;64;36;16;1;11;48;10;15;1;22
2018-05-16 09:00:02;64;46;6;1;11;48;10;15;1;22
2018-05-16 09:30:01;64;51;1;1;11;48;13;12;1;22
2018-05-16 10:00:01;64;52;0;1;11;48;14;11;1;22
2018-05-16 10:30:02;64;51;0;2;11;48;14;20;0;14
2018-05-16 11:00:02;64;49;3;1;11;48;14;20;0;14
2018-05-16 11:30:02;64;47;6;1;10;48;13;21;0;14
2018-05-16 12:00:02;64;47;6;1;10;48;13;21;0;14
2018-05-16 12:30:02;64;48;7;1;8;48;13;21;0;14
2018-05-16 13:00:01;64;46;9;1;8;48;12;22;0;14
2018-05-16 13:30:02;64;49;7;0;8;48;14;20;0;14
2018-05-16 14:00:01;64;54;2;1;7;48;16;18;0;14
2018-05-16 14:30:02;64;56;0;1;7;48;15;19;0;14
2018-05-16 15:00:02;64;57;0;0;7;48;15;19;0;14
2018-05-16 15:30:01;64;55;2;0;7;48;13;21;0;14
2018-05-16 16:00:01;64;50;9;0;5;48;14;20;0;14
2018-05-16 16:30:02;64;46;14;0;4;48;13;21;0;14
2018-05-16 17:00:01;64;39;21;0;4;48;12;22;0;14
2018-05-16 17:30:02;64;38;22;0;4;48;13;21;0;14
2018-05-16 18:00:02;64;34;26;0;4;48;10;24;0;14
2018-05-16 18:30:01;64;32;28;0;4;48;9;25;0;14
2018-05-16 19:00:01;64;28;32;0;4;48;10;24;0;14
2018-05-16 19:30:02;64;31;29;0;4;48;10;23;1;14
2018-05-16 20:00:01;64;32;28;0;4;48;10;23;1;14
2018-05-16 20:30:02;64;29;31;0;4;48;10;23;1;14
2018-05-16 21:00:02;64;27;33;0;4;48;8;24;2;14
2018-05-17 21:00:01;64;31;27;4;2;48;12;19;2;15
2018-05-17 21:30:02;64;28;30;4;2;48;12;19;2;15
2018-05-17 22:00:02;64;26;32;4;2;48;12;19;2;15
2018-05-17 22:30:01;64;22;36;4;2;48;8;23;2;15
2018-05-17 23:00:01;64;19;38;5;2;48;8;23;2;15
2018-05-17 23:30:01;64;18;39;5;2;48;7;24;2;15
2018-05-18 00:00:02;64;18;39;5;2;48;7;24;2;15
2018-05-18 00:30:02;64;18;39;5;2;48;7;24;2;15
2018-05-18 01:00:02;64;18;39;5;2;48;7;24;2;15
2018-05-18 01:30:01;64;18;39;5;2;48;7;24;2;15
2018-05-18 02:00:01;64;18;39;5;2;48;7;24;2;15
2018-05-18 02:30:01;64;18;39;5;2;48;7;24;2;15
2018-05-18 03:00:01;64;18;39;5;2;48;7;24;2;15
2018-05-18 03:30:02;64;18;39;5;2;48;7;24;2;15
2018-05-18 04:00:02;64;18;39;5;2;48;7;24;2;15
2018-05-18 04:30:02;64;18;39;5;2;48;7;24;2;15
2018-05-18 05:00:02;64;18;39;5;2;48;7;24;2;15
2018-05-18 05:30:01;64;18;39;5;2;48;7;24;2;15
2018-05-18 06:00:01;64;18;39;5;2;48;7;24;2;15
2018-05-18 06:30:01;64;18;39;5;2;48;8;23;2;15
2018-05-18 07:00:01;64;20;37;5;2;48;8;23;2;15
2018-05-18 07:30:01;64;23;34;5;2;48;9;22;2;15
2018-05-18 08:00:02;64;28;29;5;2;48;11;20;2;15
2018-05-18 08:30:02;64;34;23;5;2;48;15;16;2;15
2018-05-18 09:00:01;64;50;7;4;3;48;17;14;2;15
2018-05-18 09:30:01;64;58;0;3;3;48;19;12;2;15
2018-05-18 10:00:01;64;60;0;1;3;48;20;11;2;15
2018-05-18 10:30:01;64;60;0;1;3;48;22;9;2;15
2018-05-18 11:00:02;64;60;1;1;2;48;21;10;2;15
2018-05-18 11:30:02;64;58;2;2;2;48;22;8;3;15
2018-05-18 12:00:02;64;58;2;2;2;48;21;9;3;15
2018-05-18 12:30:02;64;58;2;2;2;48;21;9;3;15
2018-05-18 13:00:01;64;58;2;2;2;48;20;11;3;14
2018-05-18 13:30:01;64;58;2;2;2;48;23;8;3;14
2018-05-18 14:00:01;64;58;2;2;2;48;23;8;3;14
2018-05-18 14:30:01;64;59;1;2;2;48;23;8;3;14
2018-05-18 15:00:01;64;59;1;3;1;48;21;10;3;14
2018-05-18 15:30:01;64;58;1;3;2;48;21;10;3;14
2018-05-18 16:00:02;64;57;2;3;2;48;18;12;3;15
2018-05-18 16:30:01;64;48;10;4;2;48;16;14;3;15
2018-05-18 17:00:01;64;44;13;5;2;48;15;15;3;15
2018-05-18 17:30:01;64;40;17;5;2;48;14;16;3;15
2018-05-18 18:00:01;64;32;23;6;3;48;12;18;3;15
2018-05-18 18:30:01;64;31;26;6;1;48;13;17;3;15
2018-05-18 19:00:02;64;28;28;6;2;48;14;16;3;15
2018-05-18 19:30:02;64;32;24;6;2;48;14;16;3;15
2018-05-18 20:00:02;64;31;25;6;2;48;13;17;3;15
2018-05-18 20:30:01;64;29;27;6;2;48;12;18;3;15
2018-05-18 21:00:01;64;27;29;6;2;48;11;18;4;15
2018-05-18 21:30:01;64;25;31;6;2;48;11;18;4;15
2018-05-18 22:00:02;64;26;30;6;2;48;11;18;4;15
2018-05-18 22:30:01;64;25;31;6;2;48;11;18;4;15
2018-05-18 23:00:02;64;26;30;5;3;48;11;18;4;15
2018-05-18 23:30:02;64;26;30;5;3;48;9;20;4;15
2018-05-19 00:00:01;64;26;30;5;3;48;9;20;4;15
2018-05-19 00:30:01;64;26;30;5;3;48;10;19;4;15
2018-05-19 01:00:02;64;26;30;5;3;48;10;19;4;15
2018-05-19 01:30:01;64;26;30;5;3;48;10;19;4;15
2018-05-19 02:00:01;64;27;28;6;3;48;10;19;4;15
2018-05-19 02:30:02;64;27;28;6;3;48;10;19;4;15
2018-05-19 03:00:02;64;27;28;6;3;48;9;20;4;15
2018-05-19 03:30:02;64;27;28;6;3;48;9;20;4;15
2018-05-19 04:00:01;64;27;28;6;3;48;9;20;4;15
2018-05-19 04:30:02;64;27;28;6;3;48;9;20;4;15
2018-05-19 05:00:02;64;27;28;6;3;48;9;20;4;15
2018-05-19 05:30:01;64;27;28;6;3;48;9;20;4;15
2018-05-19 06:00:01;64;27;28;6;3;48;9;20;4;15
2018-05-19 06:30:01;64;27;28;6;3;48;9;20;4;15
2018-05-19 07:00:01;64;27;28;6;3;48;9;20;4;15
2018-05-19 07:30:01;64;27;28;6;3;48;9;20;4;15
2018-05-19 08:00:01;64;27;28;6;3;48;9;20;4;15
2018-05-19 08:30:02;64;26;29;6;3;48;8;21;4;15
2018-05-19 09:00:01;64;26;29;6;3;48;8;21;4;15
2018-05-19 09:30:01;64;26;29;6;3;48;10;19;4;15
2018-05-19 10:00:01;64;26;29;6;3;48;10;19;4;15
2018-05-19 10:30:01;64;26;29;6;3;48;12;17;4;15
2018-05-19 11:00:02;64;27;28;6;3;48;12;17;4;15
2018-05-19 11:30:01;64;28;27;7;2;48;13;16;4;15
2018-05-19 12:00:02;64;29;26;7;2;48;13;16;4;15
2018-05-19 12:30:02;64;30;25;7;2;48;14;15;4;15
2018-05-19 13:00:01;64;30;25;7;2;48;15;14;4;15
2018-05-19 13:30:01;64;36;19;8;1;48;15;14;4;15
2018-05-19 14:00:01;64;35;20;8;1;48;15;14;4;15
2018-05-19 14:30:01;64;35;20;8;1;48;18;11;4;15
2018-05-19 15:00:02;64;33;22;8;1;48;17;12;4;15
2018-05-19 15:30:02;64;33;22;8;1;48;20;9;4;15
2018-05-19 16:00:02;64;33;22;8;1;48;20;9;4;15
2018-05-19 16:30:02;64;36;19;8;1;48;20;9;4;15
2018-05-19 17:00:01;64;36;19;8;1;48;19;10;4;15
2018-05-19 17:30:01;64;36;19;8;1;48;18;11;4;15
2018-05-19 18:00:02;64;35;20;8;1;48;18;11;4;15
2018-05-19 18:30:01;64;33;22;8;1;48;18;11;4;15
2018-05-19 19:00:01;64;30;25;8;1;48;18;11;4;15
2018-05-19 19:30:02;64;30;25;8;1;48;19;10;4;15
2018-05-19 20:00:02;64;29;26;8;1;48;19;10;4;15
2018-05-19 20:30:01;64;28;27;8;1;48;20;9;4;15
2018-05-19 21:00:01;64;27;28;8;1;48;20;9;4;15
2018-05-19 21:30:01;64;28;27;8;1;48;20;9;4;15
2018-05-19 22:00:01;64;27;28;8;1;48;20;9;4;15
2018-05-19 22:30:01;64;25;30;8;1;48;20;9;4;15
2018-05-19 23:00:02;64;25;30;8;1;48;17;12;4;15
2018-05-19 23:30:02;64;25;30;8;1;48;16;13;4;15
2018-05-20 00:00:01;64;25;30;8;1;48;16;13;4;15
2018-05-20 00:30:01;64;28;27;8;1;48;18;11;4;15
2018-05-20 01:00:03;64;27;28;8;1;48;18;11;4;15
2018-05-20 01:30:02;64;27;28;8;1;48;18;11;4;15
2018-05-20 02:00:02;64;27;28;8;1;48;18;11;4;15
2018-05-20 02:30:01;64;27;28;8;1;48;18;11;4;15
2018-05-20 03:00:03;64;27;28;8;1;48;18;11;4;15
2018-05-20 03:30:02;64;27;28;8;1;48;18;11;4;15
2018-05-20 04:00:01;64;27;28;8;1;48;18;11;4;15
2018-05-20 04:30:01;64;27;28;8;1;48;18;11;4;15
2018-05-20 05:00:02;64;27;28;8;1;48;18;11;4;15
2018-05-20 05:30:02;64;27;28;8;1;48;18;11;4;15
2018-05-20 06:00:02;64;27;28;8;1;48;18;11;4;15
2018-05-20 06:30:01;64;27;28;8;1;48;18;11;4;15
2018-05-20 07:00:02;64;27;28;8;1;48;18;11;4;15
2018-05-20 07:30:01;64;27;28;8;1;48;18;11;4;15
2018-05-20 08:00:01;64;27;28;8;1;48;18;11;4;15
2018-05-20 08:30:02;64;27;28;8;1;48;18;11;4;15
2018-05-20 09:00:02;64;27;28;8;1;48;18;11;4;15
2018-05-20 09:30:01;64;26;29;8;1;48;19;10;4;15
2018-05-20 10:00:02;64;27;28;8;1;48;19;10;4;15
2018-05-20 10:30:02;64;28;27;8;1;48;17;12;4;15
2018-05-20 11:00:01;64;30;24;8;2;48;17;12;4;15
2018-05-20 11:30:02;64;32;22;8;2;48;17;12;4;15
2018-05-20 12:00:01;64;34;20;8;2;48;17;12;4;15
2018-05-20 12:30:02;64;38;16;8;2;48;18;11;4;15
2018-05-20 13:00:02;64;39;15;8;2;48;18;11;4;15
2018-05-20 13:30:02;64;42;12;8;2;48;18;11;4;15
2018-05-20 14:00:01;64;43;11;8;2;48;18;10;5;15
2018-05-20 14:30:02;64;43;11;8;2;48;16;12;5;15
2018-05-20 15:00:01;64;45;9;8;2;48;16;12;5;15
2018-05-20 15:30:02;64;45;9;8;2;48;16;12;5;15
2018-05-20 16:00:01;64;45;9;8;2;48;17;11;5;15
2018-05-20 16:30:02;64;42;12;8;2;48;19;9;5;15
2018-05-20 17:00:01;64;41;13;8;2;48;19;9;5;15
2018-05-20 17:30:02;64;42;12;8;2;48;18;10;5;15
2018-05-20 18:00:01;64;40;14;8;2;48;19;9;5;15
2018-05-20 18:30:02;64;40;14;8;2;48;19;9;5;15
2018-05-20 19:00:02;64;37;17;8;2;48;18;10;5;15
2018-05-20 19:30:01;64;35;19;8;2;48;20;9;4;15
2018-05-20 20:00:02;64;35;19;8;2;48;23;6;4;15
2018-05-20 20:30:02;64;34;20;8;2;48;23;6;4;15
2018-05-20 21:00:02;64;35;19;8;2;48;21;8;4;15
2018-05-20 21:30:02;64;33;21;8;2;48;19;10;4;15
2018-05-20 22:00:01;64;29;24;9;2;48;19;10;4;15
