LastModified,Name,Available,Capacity,Open
2018-10-26 19:44:00,P07 Sint-Michiels,106,450,True
2018-10-26 19:43:00,P10 Sint-Pietersplein,478,708,True
2018-10-26 19:44:00,P01 Vrijdagmarkt,31,647,True
2018-10-26 19:44:00,P04 Savaanstraat,484,540,True
2018-10-26 19:44:00,P08 Ramen,35,266,True
2018-10-26 19:44:00,P02 Reep,336,470,True
2018-10-26 19:59:00,P07 Sint-Michiels,81,450,True
2018-10-26 19:59:00,P10 Sint-Pietersplein,439,708,True
2018-10-26 19:58:00,P01 Vrijdagmarkt,44,647,True
2018-10-26 19:59:00,P04 Savaanstraat,477,540,True
2018-10-26 19:59:00,P08 Ramen,-1,266,True
2018-10-26 19:59:00,P02 Reep,311,470,True
2018-10-26 20:14:00,P07 Sint-Michiels,44,450,True
2018-10-26 20:12:00,P10 Sint-Pietersplein,425,708,True
2018-10-26 20:14:00,P01 Vrijdagmarkt,35,647,True
2018-10-26 20:12:00,P04 Savaanstraat,470,540,True
2018-10-26 20:07:00,P08 Ramen,-1,266,True
2018-10-26 20:14:00,P02 Reep,283,470,True
2018-10-26 20:28:00,P07 Sint-Michiels,12,450,True
2018-10-26 20:25:00,P10 Sint-Pietersplein,419,708,True
2018-10-26 20:29:00,P01 Vrijdagmarkt,37,647,True
2018-10-26 20:29:00,P04 Savaanstraat,467,540,True
2018-10-26 20:29:00,P08 Ramen,0,266,True
2018-10-26 20:29:00,P02 Reep,265,470,True
2018-10-26 20:43:00,P07 Sint-Michiels,20,450,True
2018-10-26 20:44:00,P10 Sint-Pietersplein,409,708,True
2018-10-26 20:44:00,P01 Vrijdagmarkt,53,647,True
2018-10-26 20:44:00,P04 Savaanstraat,463,540,True
2018-10-26 20:30:00,P08 Ramen,1,266,True
2018-10-26 20:44:00,P02 Reep,254,470,True
2018-10-26 20:59:00,P07 Sint-Michiels,13,450,True
2018-10-26 20:58:00,P10 Sint-Pietersplein,405,708,True
2018-10-26 20:57:00,P01 Vrijdagmarkt,48,647,True
2018-10-26 20:59:00,P04 Savaanstraat,465,540,True
2018-10-26 20:59:00,P08 Ramen,1,266,True
2018-10-26 20:56:00,P02 Reep,241,470,True
2018-10-26 21:13:00,P07 Sint-Michiels,15,450,True
2018-10-26 21:13:00,P10 Sint-Pietersplein,401,708,True
2018-10-26 21:14:00,P01 Vrijdagmarkt,50,647,True
2018-10-26 21:07:00,P04 Savaanstraat,463,540,True
2018-10-26 21:08:00,P08 Ramen,-2,266,True
2018-10-26 21:14:00,P02 Reep,233,470,True
2018-10-26 21:28:00,P07 Sint-Michiels,14,450,True
2018-10-26 21:26:00,P10 Sint-Pietersplein,400,708,True
2018-10-26 21:29:00,P01 Vrijdagmarkt,50,647,True
2018-10-26 21:29:00,P04 Savaanstraat,467,540,True
2018-10-26 21:28:00,P08 Ramen,1,266,True
2018-10-26 21:27:00,P02 Reep,237,470,True
2018-10-26 21:44:00,P07 Sint-Michiels,19,450,True
2018-10-26 21:44:00,P10 Sint-Pietersplein,402,708,True
2018-10-26 21:44:00,P01 Vrijdagmarkt,50,647,True
2018-10-26 21:44:00,P04 Savaanstraat,471,540,True
2018-10-26 21:43:00,P08 Ramen,5,266,True
2018-10-26 21:43:00,P02 Reep,242,470,True
2018-10-26 21:58:00,P07 Sint-Michiels,23,450,True
2018-10-26 21:59:00,P10 Sint-Pietersplein,413,708,True
2018-10-26 21:58:00,P01 Vrijdagmarkt,68,647,True
2018-10-26 21:59:00,P04 Savaanstraat,477,540,True
2018-10-26 21:59:00,P08 Ramen,9,266,True
2018-10-26 21:59:00,P02 Reep,247,470,True
2018-10-26 22:13:00,P07 Sint-Michiels,38,450,True
2018-10-26 22:14:00,P10 Sint-Pietersplein,431,708,True
2018-10-26 22:13:00,P01 Vrijdagmarkt,70,647,True
2018-10-26 22:14:00,P04 Savaanstraat,484,540,True
2018-10-26 22:12:00,P08 Ramen,11,266,True
2018-10-26 22:14:00,P02 Reep,259,470,True
2018-10-26 22:29:00,P07 Sint-Michiels,65,450,True
2018-10-26 22:29:00,P10 Sint-Pietersplein,457,708,True
2018-10-26 22:29:00,P01 Vrijdagmarkt,77,647,True
2018-10-26 22:29:00,P04 Savaanstraat,495,540,True
2018-10-26 22:27:00,P08 Ramen,14,266,True
2018-10-26 22:27:00,P02 Reep,265,470,True
2018-10-26 22:44:00,P07 Sint-Michiels,82,450,True
2018-10-26 22:44:00,P10 Sint-Pietersplein,501,708,True
2018-10-26 22:44:00,P01 Vrijdagmarkt,89,647,True
2018-10-26 22:39:00,P04 Savaanstraat,495,540,True
2018-10-26 22:44:00,P08 Ramen,23,266,True
2018-10-26 22:41:00,P02 Reep,268,470,True
2018-10-26 22:59:00,P07 Sint-Michiels,92,450,True
2018-10-26 22:59:00,P10 Sint-Pietersplein,509,708,True
2018-10-26 22:59:00,P01 Vrijdagmarkt,92,647,True
2018-10-26 22:58:00,P04 Savaanstraat,504,540,True
2018-10-26 22:55:00,P08 Ramen,23,266,True
2018-10-26 22:59:00,P02 Reep,282,470,True
2018-10-26 23:29:00,P07 Sint-Michiels,132,450,True
2018-10-26 23:29:00,P10 Sint-Pietersplein,540,708,True
2018-10-26 23:29:00,P01 Vrijdagmarkt,117,647,True
2018-10-26 23:27:00,P04 Savaanstraat,510,540,True
2018-10-26 23:28:00,P08 Ramen,36,266,True
2018-10-26 23:29:00,P02 Reep,312,470,True
2018-10-26 23:44:00,P07 Sint-Michiels,153,450,True
2018-10-26 23:44:00,P10 Sint-Pietersplein,549,708,True
2018-10-26 23:44:00,P01 Vrijdagmarkt,155,647,True
2018-10-26 23:44:00,P04 Savaanstraat,516,540,True
2018-10-26 23:40:00,P08 Ramen,39,266,True
2018-10-26 23:44:00,P02 Reep,315,470,True
2018-10-26 23:59:00,P07 Sint-Michiels,166,450,True
2018-10-26 23:56:00,P10 Sint-Pietersplein,552,708,True
2018-10-26 23:59:00,P01 Vrijdagmarkt,181,647,True
2018-10-26 23:56:00,P04 Savaanstraat,520,540,True
2018-10-26 23:51:00,P08 Ramen,45,266,True
2018-10-26 23:59:00,P02 Reep,321,470,True
2018-10-27 00:14:00,P07 Sint-Michiels,196,450,True
2018-10-27 00:14:00,P10 Sint-Pietersplein,555,708,True
2018-10-27 00:13:00,P01 Vrijdagmarkt,208,647,True
2018-10-27 00:14:00,P04 Savaanstraat,521,540,True
2018-10-27 00:13:00,P08 Ramen,52,266,True
2018-10-27 00:12:00,P02 Reep,335,470,True
2018-10-27 00:29:00,P07 Sint-Michiels,206,450,True
2018-10-27 00:29:00,P10 Sint-Pietersplein,560,708,True
2018-10-27 00:28:00,P01 Vrijdagmarkt,234,647,True
2018-10-27 00:27:00,P04 Savaanstraat,523,540,True
2018-10-27 00:29:00,P08 Ramen,59,266,True
2018-10-27 00:28:00,P02 Reep,340,470,True
2018-10-27 00:43:00,P07 Sint-Michiels,221,450,True
2018-10-27 00:44:00,P10 Sint-Pietersplein,568,708,True
2018-10-27 00:44:00,P01 Vrijdagmarkt,249,647,True
2018-10-27 00:42:00,P04 Savaanstraat,525,540,True
2018-10-27 00:34:00,P08 Ramen,59,266,True
2018-10-27 00:44:00,P02 Reep,353,470,True
2018-10-27 00:57:00,P07 Sint-Michiels,234,450,True
2018-10-27 00:57:00,P10 Sint-Pietersplein,582,708,True
2018-10-27 00:58:00,P01 Vrijdagmarkt,279,647,True
2018-10-27 00:55:00,P04 Savaanstraat,529,540,True
2018-10-27 00:56:00,P08 Ramen,62,266,True
2018-10-27 00:59:00,P02 Reep,363,470,True
2018-10-27 01:14:00,P07 Sint-Michiels,239,450,True
2018-10-27 01:14:00,P10 Sint-Pietersplein,605,708,True
2018-10-27 01:13:00,P01 Vrijdagmarkt,303,647,True
2018-10-27 01:14:00,P04 Savaanstraat,534,540,True
2018-10-27 01:06:00,P08 Ramen,64,266,True
2018-10-27 01:11:00,P02 Reep,367,470,True
2018-10-27 01:29:00,P07 Sint-Michiels,256,450,True
2018-10-27 01:28:00,P10 Sint-Pietersplein,609,708,True
2018-10-27 01:29:00,P01 Vrijdagmarkt,319,647,True
2018-10-27 01:28:00,P04 Savaanstraat,538,540,True
2018-10-27 01:27:00,P08 Ramen,66,266,True
2018-10-27 01:26:00,P02 Reep,369,470,True
2018-10-27 01:40:00,P07 Sint-Michiels,265,450,True
2018-10-27 01:40:00,P10 Sint-Pietersplein,613,708,True
2018-10-27 01:44:00,P01 Vrijdagmarkt,350,647,True
2018-10-27 01:43:00,P08 Ramen,73,266,True
2018-10-27 01:33:00,P02 Reep,373,470,True
2018-10-27 01:58:00,P07 Sint-Michiels,270,450,True
2018-10-27 01:49:00,P10 Sint-Pietersplein,616,708,True
2018-10-27 01:59:00,P01 Vrijdagmarkt,377,647,True
2018-10-27 01:57:00,P08 Ramen,75,266,True
2018-10-27 01:59:00,P02 Reep,380,470,True
2018-10-27 02:11:00,P07 Sint-Michiels,275,450,True
2018-10-27 02:11:00,P10 Sint-Pietersplein,620,708,True
2018-10-27 02:12:00,P01 Vrijdagmarkt,390,647,True
2018-10-27 02:12:00,P08 Ramen,76,266,True
2018-10-27 02:14:00,P02 Reep,385,470,True
2018-10-27 02:27:00,P07 Sint-Michiels,280,450,True
2018-10-27 02:28:00,P10 Sint-Pietersplein,626,708,True
2018-10-27 02:28:00,P01 Vrijdagmarkt,404,647,True
2018-10-27 02:24:00,P08 Ramen,79,266,True
2018-10-27 02:24:00,P02 Reep,388,470,True
2018-10-27 02:44:00,P07 Sint-Michiels,283,450,True
2018-10-27 02:44:00,P10 Sint-Pietersplein,633,708,True
2018-10-27 02:44:00,P01 Vrijdagmarkt,412,647,True
2018-10-27 02:42:00,P08 Ramen,83,266,True
2018-10-27 02:44:00,P02 Reep,394,470,True
2018-10-27 02:58:00,P07 Sint-Michiels,289,450,True
2018-10-27 02:59:00,P10 Sint-Pietersplein,635,708,True
2018-10-27 02:58:00,P01 Vrijdagmarkt,421,647,True
2018-10-27 02:59:00,P08 Ramen,85,266,True
2018-10-27 03:11:00,P07 Sint-Michiels,294,450,True
2018-10-27 03:13:00,P10 Sint-Pietersplein,639,708,True
2018-10-27 03:14:00,P01 Vrijdagmarkt,430,647,True
2018-10-27 01:36:00,P04 Savaanstraat,536,540,True
2018-10-27 03:14:00,P08 Ramen,87,266,True
2018-10-27 03:27:00,P07 Sint-Michiels,297,450,True
2018-10-27 03:25:00,P10 Sint-Pietersplein,643,708,True
2018-10-27 03:29:00,P01 Vrijdagmarkt,442,647,True
2018-10-27 03:16:00,P04 Savaanstraat,537,540,True
2018-10-27 02:50:00,P02 Reep,395,470,True
2018-10-27 03:43:00,P07 Sint-Michiels,301,450,True
2018-10-27 03:41:00,P10 Sint-Pietersplein,644,708,True
2018-10-27 03:44:00,P01 Vrijdagmarkt,451,647,True
2018-10-27 03:29:00,P08 Ramen,88,266,True
2018-10-27 03:59:00,P07 Sint-Michiels,303,450,True
2018-10-27 03:54:00,P10 Sint-Pietersplein,644,708,True
2018-10-27 03:58:00,P01 Vrijdagmarkt,456,647,True
2018-10-27 03:37:00,P04 Savaanstraat,538,540,True
2018-10-27 03:56:00,P08 Ramen,88,266,True
2018-10-27 03:44:00,P02 Reep,397,470,True
2018-10-27 04:07:00,P07 Sint-Michiels,311,450,True
2018-10-27 04:09:00,P10 Sint-Pietersplein,645,708,True
2018-10-27 04:12:00,P01 Vrijdagmarkt,459,647,True
2018-10-27 04:21:00,P07 Sint-Michiels,313,450,True
2018-10-27 04:27:00,P10 Sint-Pietersplein,647,708,True
2018-10-27 04:28:00,P01 Vrijdagmarkt,464,647,True
2018-10-27 04:05:00,P08 Ramen,89,266,True
2018-10-27 04:08:00,P02 Reep,395,470,True
2018-10-27 04:34:00,P07 Sint-Michiels,315,450,True
2018-10-27 04:36:00,P10 Sint-Pietersplein,648,708,True
2018-10-27 04:44:00,P01 Vrijdagmarkt,467,647,True
2018-10-27 04:36:00,P08 Ramen,88,266,True
2018-10-27 04:44:00,P02 Reep,397,470,True
2018-10-27 04:47:00,P07 Sint-Michiels,317,450,True
2018-10-27 04:59:00,P10 Sint-Pietersplein,648,708,True
2018-10-27 04:54:00,P08 Ramen,87,266,True
2018-10-27 05:11:00,P07 Sint-Michiels,318,450,True
2018-10-27 04:55:00,P01 Vrijdagmarkt,468,647,True
2018-10-27 05:14:00,P08 Ramen,90,266,True
2018-10-27 04:55:00,P02 Reep,399,470,True
2018-10-27 05:26:00,P07 Sint-Michiels,319,450,True
2018-10-27 05:12:00,P10 Sint-Pietersplein,651,708,True
2018-10-27 05:17:00,P01 Vrijdagmarkt,469,647,True
2018-10-27 04:10:00,P04 Savaanstraat,539,540,True
2018-10-27 05:29:00,P08 Ramen,91,266,True
2018-10-27 05:21:00,P02 Reep,400,470,True
2018-10-27 05:38:00,P07 Sint-Michiels,320,450,True
2018-10-27 05:42:00,P10 Sint-Pietersplein,653,708,True
2018-10-27 05:40:00,P01 Vrijdagmarkt,469,647,True
2018-10-27 05:43:00,P08 Ramen,91,266,True
2018-10-27 05:40:00,P02 Reep,402,470,True
2018-10-27 05:47:00,P07 Sint-Michiels,319,450,True
2018-10-27 05:52:00,P10 Sint-Pietersplein,653,708,True
2018-10-27 05:54:00,P01 Vrijdagmarkt,469,647,True
2018-10-27 05:47:00,P08 Ramen,92,266,True
2018-10-27 05:53:00,P02 Reep,403,470,True
2018-10-27 06:03:00,P07 Sint-Michiels,319,450,True
2018-10-27 06:13:00,P10 Sint-Pietersplein,655,708,True
2018-10-27 06:13:00,P01 Vrijdagmarkt,471,647,True
2018-10-27 06:04:00,P08 Ramen,93,266,True
2018-10-27 06:19:00,P07 Sint-Michiels,320,450,True
2018-10-27 06:26:00,P10 Sint-Pietersplein,657,708,True
2018-10-27 06:28:00,P01 Vrijdagmarkt,472,647,True
2018-10-27 05:41:00,P04 Savaanstraat,540,540,True
2018-10-27 06:27:00,P08 Ramen,91,266,True
2018-10-27 06:08:00,P02 Reep,403,470,True
2018-10-27 06:40:00,P07 Sint-Michiels,321,450,True
2018-10-27 06:30:00,P10 Sint-Pietersplein,658,708,True
2018-10-27 06:44:00,P01 Vrijdagmarkt,471,647,True
2018-10-27 06:40:00,P08 Ramen,93,266,True
2018-10-27 06:53:00,P07 Sint-Michiels,321,450,True
2018-10-27 06:56:00,P10 Sint-Pietersplein,658,708,True
2018-10-27 06:45:00,P01 Vrijdagmarkt,472,647,True
2018-10-27 06:43:00,P02 Reep,405,470,True
2018-10-27 07:04:00,P07 Sint-Michiels,323,450,True
2018-10-27 07:10:00,P10 Sint-Pietersplein,662,708,True
2018-10-27 07:10:00,P01 Vrijdagmarkt,471,647,True
2018-10-27 06:36:00,P04 Savaanstraat,538,540,True
2018-10-27 07:25:00,P07 Sint-Michiels,326,450,True
2018-10-27 07:18:00,P10 Sint-Pietersplein,663,708,True
2018-10-27 07:28:00,P01 Vrijdagmarkt,472,647,True
2018-10-27 07:29:00,P04 Savaanstraat,539,540,True
2018-10-27 07:12:00,P02 Reep,406,470,True
2018-10-27 07:41:00,P10 Sint-Pietersplein,662,708,True
2018-10-27 07:39:00,P01 Vrijdagmarkt,473,647,True
2018-10-27 06:56:00,P08 Ramen,93,266,True
2018-10-27 07:43:00,P02 Reep,405,470,True
2018-10-27 07:38:00,P07 Sint-Michiels,328,450,True
2018-10-27 07:57:00,P10 Sint-Pietersplein,661,708,True
2018-10-27 07:59:00,P01 Vrijdagmarkt,475,647,True
2018-10-27 07:39:00,P04 Savaanstraat,538,540,True
2018-10-27 07:59:00,P08 Ramen,90,266,True
2018-10-27 07:53:00,P02 Reep,404,470,True
2018-10-27 08:14:00,P07 Sint-Michiels,326,450,True
2018-10-27 08:04:00,P10 Sint-Pietersplein,660,708,True
2018-10-27 08:14:00,P01 Vrijdagmarkt,472,647,True
2018-10-27 08:12:00,P04 Savaanstraat,536,540,True
2018-10-27 08:11:00,P08 Ramen,90,266,True
2018-10-27 08:14:00,P02 Reep,401,470,True
2018-10-27 08:26:00,P07 Sint-Michiels,325,450,True
2018-10-27 08:27:00,P10 Sint-Pietersplein,660,708,True
2018-10-27 08:25:00,P01 Vrijdagmarkt,471,647,True
2018-10-27 08:29:00,P04 Savaanstraat,536,540,True
2018-10-27 08:27:00,P08 Ramen,87,266,True
2018-10-27 08:29:00,P02 Reep,387,470,True
2018-10-27 08:43:00,P07 Sint-Michiels,317,450,True
2018-10-27 08:43:00,P10 Sint-Pietersplein,657,708,True
2018-10-27 08:44:00,P01 Vrijdagmarkt,468,647,True
2018-10-27 08:44:00,P04 Savaanstraat,533,540,True
2018-10-27 08:43:00,P08 Ramen,88,266,True
2018-10-27 08:39:00,P02 Reep,381,470,True
2018-10-27 08:58:00,P07 Sint-Michiels,307,450,True
2018-10-27 08:58:00,P10 Sint-Pietersplein,653,708,True
2018-10-27 08:58:00,P01 Vrijdagmarkt,449,647,True
2018-10-27 08:56:00,P04 Savaanstraat,530,540,True
2018-10-27 08:58:00,P08 Ramen,86,266,True
2018-10-27 08:58:00,P02 Reep,371,470,True
2018-10-27 09:14:00,P07 Sint-Michiels,300,450,True
2018-10-27 09:14:00,P10 Sint-Pietersplein,652,708,True
2018-10-27 09:14:00,P01 Vrijdagmarkt,430,647,True
2018-10-27 09:08:00,P04 Savaanstraat,530,540,True
2018-10-27 09:07:00,P08 Ramen,82,266,True
2018-10-27 09:11:00,P02 Reep,371,470,True
2018-10-27 09:26:00,P07 Sint-Michiels,297,450,True
2018-10-27 09:29:00,P10 Sint-Pietersplein,642,708,True
2018-10-27 09:28:00,P01 Vrijdagmarkt,406,647,True
2018-10-27 09:29:00,P04 Savaanstraat,522,540,True
2018-10-27 09:29:00,P08 Ramen,81,266,True
2018-10-27 09:26:00,P02 Reep,371,470,True
2018-10-27 09:44:00,P07 Sint-Michiels,277,450,True
2018-10-27 09:44:00,P10 Sint-Pietersplein,617,708,True
2018-10-27 09:44:00,P01 Vrijdagmarkt,382,647,True
2018-10-27 09:44:00,P04 Savaanstraat,510,540,True
2018-10-27 09:44:00,P08 Ramen,77,266,True
2018-10-27 09:44:00,P02 Reep,366,470,True
2018-10-27 09:58:00,P07 Sint-Michiels,257,450,True
2018-10-27 09:59:00,P10 Sint-Pietersplein,577,708,True
2018-10-27 09:59:00,P01 Vrijdagmarkt,352,647,True
2018-10-27 09:59:00,P04 Savaanstraat,503,540,True
2018-10-27 09:56:00,P08 Ramen,69,266,True
2018-10-27 09:58:00,P02 Reep,352,470,True
2018-10-27 10:14:00,P07 Sint-Michiels,231,450,True
2018-10-27 10:13:00,P10 Sint-Pietersplein,555,708,True
2018-10-27 10:14:00,P01 Vrijdagmarkt,317,647,True
2018-10-27 10:13:00,P04 Savaanstraat,498,540,True
2018-10-27 10:14:00,P08 Ramen,64,266,True
2018-10-27 10:14:00,P02 Reep,342,470,True
2018-10-27 10:29:00,P07 Sint-Michiels,216,450,True
2018-10-27 10:29:00,P10 Sint-Pietersplein,548,708,True
2018-10-27 10:29:00,P01 Vrijdagmarkt,287,647,True
2018-10-27 10:26:00,P04 Savaanstraat,497,540,True
2018-10-27 10:29:00,P08 Ramen,55,266,True
2018-10-27 10:28:00,P02 Reep,332,470,True
2018-10-27 10:44:00,P07 Sint-Michiels,184,450,True
2018-10-27 10:42:00,P10 Sint-Pietersplein,543,708,True
2018-10-27 10:43:00,P01 Vrijdagmarkt,262,647,True
2018-10-27 10:39:00,P04 Savaanstraat,497,540,True
2018-10-27 10:43:00,P08 Ramen,51,266,True
2018-10-27 10:42:00,P02 Reep,331,470,True
2018-10-27 10:59:00,P07 Sint-Michiels,176,450,True
2018-10-27 10:57:00,P10 Sint-Pietersplein,539,708,True
2018-10-27 10:58:00,P01 Vrijdagmarkt,222,647,True
2018-10-27 10:59:00,P08 Ramen,56,266,True
2018-10-27 11:00:00,P07 Sint-Michiels,175,450,True
2018-10-27 11:00:00,P10 Sint-Pietersplein,538,708,True
2018-10-27 11:00:00,P01 Vrijdagmarkt,221,647,True
2018-10-27 10:59:00,P04 Savaanstraat,485,540,True
2018-10-27 10:59:00,P02 Reep,322,470,True
2018-10-27 11:01:01,P07 Sint-Michiels,173,450,True
2018-10-27 11:01:01,P10 Sint-Pietersplein,537,708,True
2018-10-27 11:01:01,P01 Vrijdagmarkt,218,647,True
2018-10-27 11:01:01,P04 Savaanstraat,486,540,True
2018-10-27 11:00:00,P08 Ramen,55,266,True
2018-10-27 11:01:01,P02 Reep,323,470,True
2018-10-27 11:14:00,P07 Sint-Michiels,161,450,True
2018-10-27 11:14:00,P10 Sint-Pietersplein,526,708,True
2018-10-27 11:14:00,P01 Vrijdagmarkt,191,647,True
2018-10-27 11:14:00,P04 Savaanstraat,483,540,True
2018-10-27 11:12:00,P08 Ramen,51,266,True
2018-10-27 11:13:00,P02 Reep,307,470,True
2018-10-27 11:28:00,P07 Sint-Michiels,151,450,True
2018-10-27 11:28:00,P10 Sint-Pietersplein,521,708,True
2018-10-27 11:29:00,P01 Vrijdagmarkt,167,647,True
2018-10-27 11:28:00,P04 Savaanstraat,478,540,True
2018-10-27 11:27:00,P08 Ramen,43,266,True
2018-10-27 11:28:00,P02 Reep,293,470,True
2018-10-27 11:42:00,P07 Sint-Michiels,132,450,True
2018-10-27 11:44:00,P10 Sint-Pietersplein,520,708,True
2018-10-27 11:44:00,P01 Vrijdagmarkt,129,647,True
2018-10-27 11:42:00,P04 Savaanstraat,470,540,True
2018-10-27 11:44:00,P08 Ramen,42,266,True
2018-10-27 11:42:00,P02 Reep,284,470,True
2018-10-27 11:59:00,P07 Sint-Michiels,108,450,True
2018-10-27 11:59:00,P10 Sint-Pietersplein,515,708,True
2018-10-27 11:58:00,P01 Vrijdagmarkt,111,647,True
2018-10-27 11:58:00,P04 Savaanstraat,458,540,True
2018-10-27 11:58:00,P08 Ramen,38,266,True
2018-10-27 11:59:00,P02 Reep,272,470,True
2018-10-27 12:14:00,P07 Sint-Michiels,88,450,True
2018-10-27 12:14:00,P10 Sint-Pietersplein,510,708,True
2018-10-27 12:13:00,P01 Vrijdagmarkt,77,647,True
2018-10-27 12:14:00,P04 Savaanstraat,448,540,True
2018-10-27 12:13:00,P08 Ramen,41,266,True
2018-10-27 12:13:00,P02 Reep,262,470,True
2018-10-27 12:29:00,P07 Sint-Michiels,59,450,True
2018-10-27 12:29:00,P10 Sint-Pietersplein,503,708,True
2018-10-27 12:29:00,P01 Vrijdagmarkt,70,647,True
2018-10-27 12:26:00,P04 Savaanstraat,441,540,True
2018-10-27 12:28:00,P08 Ramen,41,266,True
2018-10-27 12:29:00,P02 Reep,260,470,True
2018-10-27 12:44:00,P07 Sint-Michiels,48,450,True
2018-10-27 12:44:00,P10 Sint-Pietersplein,497,708,True
2018-10-27 12:44:00,P01 Vrijdagmarkt,43,647,True
2018-10-27 12:42:00,P04 Savaanstraat,440,540,True
2018-10-27 12:44:00,P08 Ramen,33,266,True
2018-10-27 12:42:00,P02 Reep,260,470,True
2018-10-27 13:29:00,P07 Sint-Michiels,-5,450,True
2018-10-27 13:29:00,P10 Sint-Pietersplein,490,708,True
2018-10-27 13:28:00,P01 Vrijdagmarkt,22,647,True
2018-10-27 13:29:00,P04 Savaanstraat,426,540,True
2018-10-27 13:27:00,P08 Ramen,19,266,True
2018-10-27 13:26:00,P02 Reep,196,470,True
2018-10-27 13:44:00,P07 Sint-Michiels,1,450,True
2018-10-27 13:44:00,P10 Sint-Pietersplein,460,708,True
2018-10-27 13:44:00,P01 Vrijdagmarkt,25,647,True
2018-10-27 13:44:00,P04 Savaanstraat,421,540,True
2018-10-27 13:42:00,P08 Ramen,9,266,True
2018-10-27 13:43:00,P02 Reep,185,470,True
2018-10-27 13:59:00,P07 Sint-Michiels,4,450,True
2018-10-27 13:59:00,P10 Sint-Pietersplein,427,708,True
2018-10-27 13:59:00,P01 Vrijdagmarkt,32,647,True
2018-10-27 13:59:00,P04 Savaanstraat,390,540,True
2018-10-27 13:51:00,P08 Ramen,9,266,True
2018-10-27 13:59:00,P02 Reep,159,470,True
2018-10-27 14:13:00,P07 Sint-Michiels,0,450,True
2018-10-27 14:14:00,P10 Sint-Pietersplein,412,708,True
2018-10-27 14:14:00,P01 Vrijdagmarkt,25,647,True
2018-10-27 14:14:00,P04 Savaanstraat,361,540,True
2018-10-27 14:14:00,P08 Ramen,14,266,True
2018-10-27 14:14:00,P02 Reep,139,470,True
2018-10-27 14:29:00,P07 Sint-Michiels,10,450,True
2018-10-27 14:28:00,P10 Sint-Pietersplein,395,708,True
2018-10-27 14:29:00,P01 Vrijdagmarkt,30,647,True
2018-10-27 14:29:00,P04 Savaanstraat,336,540,True
2018-10-27 14:26:00,P08 Ramen,10,266,True
2018-10-27 14:29:00,P02 Reep,111,470,True
2018-10-27 14:44:00,P07 Sint-Michiels,6,450,True
2018-10-27 14:44:00,P10 Sint-Pietersplein,367,708,True
2018-10-27 14:44:00,P01 Vrijdagmarkt,24,647,True
2018-10-27 14:44:00,P04 Savaanstraat,301,540,True
2018-10-27 14:42:00,P08 Ramen,10,266,True
2018-10-27 14:42:00,P02 Reep,99,470,True
2018-10-27 14:59:00,P07 Sint-Michiels,11,450,True
2018-10-27 14:59:00,P10 Sint-Pietersplein,350,708,True
2018-10-27 14:59:00,P01 Vrijdagmarkt,33,647,True
2018-10-27 14:59:00,P04 Savaanstraat,285,540,True
2018-10-27 14:59:00,P08 Ramen,16,266,True
2018-10-27 14:59:00,P02 Reep,63,470,True
2018-10-27 15:14:00,P07 Sint-Michiels,9,450,True
2018-10-27 15:14:00,P10 Sint-Pietersplein,335,708,True
2018-10-27 15:14:00,P01 Vrijdagmarkt,39,647,True
2018-10-27 15:14:00,P04 Savaanstraat,267,540,True
2018-10-27 15:14:00,P08 Ramen,19,266,True
2018-10-27 15:14:00,P02 Reep,45,470,True
2018-10-27 15:29:00,P07 Sint-Michiels,4,450,True
2018-10-27 15:29:00,P10 Sint-Pietersplein,336,708,True
2018-10-27 15:29:00,P01 Vrijdagmarkt,46,647,True
2018-10-27 15:28:00,P04 Savaanstraat,250,540,True
2018-10-27 15:28:00,P08 Ramen,13,266,True
2018-10-27 15:28:00,P02 Reep,45,470,True
2018-10-27 15:43:00,P07 Sint-Michiels,8,450,True
2018-10-27 15:44:00,P10 Sint-Pietersplein,336,708,True
2018-10-27 15:43:00,P01 Vrijdagmarkt,32,647,True
2018-10-27 15:42:00,P04 Savaanstraat,236,540,True
2018-10-27 15:44:00,P08 Ramen,13,266,True
2018-10-27 15:44:00,P02 Reep,51,470,True
2018-10-27 15:59:00,P07 Sint-Michiels,6,450,True
2018-10-27 15:59:00,P10 Sint-Pietersplein,327,708,True
2018-10-27 15:59:00,P01 Vrijdagmarkt,34,647,True
2018-10-27 15:59:00,P04 Savaanstraat,230,540,True
2018-10-27 15:58:00,P08 Ramen,11,266,True
2018-10-27 15:58:00,P02 Reep,62,470,True
2018-10-27 16:14:00,P07 Sint-Michiels,2,450,True
2018-10-27 16:14:00,P10 Sint-Pietersplein,336,708,True
2018-10-27 16:14:00,P01 Vrijdagmarkt,51,647,True
2018-10-27 16:14:00,P04 Savaanstraat,93,540,True
2018-10-27 16:14:00,P08 Ramen,11,266,True
2018-10-27 16:14:00,P02 Reep,64,470,True
2018-10-27 16:29:00,P07 Sint-Michiels,17,450,True
2018-10-27 16:29:00,P10 Sint-Pietersplein,344,708,True
2018-10-27 16:29:00,P01 Vrijdagmarkt,72,647,True
2018-10-27 16:29:00,P04 Savaanstraat,91,540,True
2018-10-27 16:29:00,P08 Ramen,17,266,True
2018-10-27 16:28:00,P02 Reep,51,470,True
2018-10-27 16:44:00,P07 Sint-Michiels,31,450,True
2018-10-27 16:43:00,P10 Sint-Pietersplein,361,708,True
2018-10-27 16:44:00,P01 Vrijdagmarkt,93,647,True
